Date_Range_DIF,Date_Range_STD,Abort_Timing,Record Name,RMSE_cal,RMSE_std,Beam_Max,MaxRSE_std,Max_Pre,Avg_Pre,Max_Cal,Avg_Cal,Max_Raw_Pre,Avg_Raw_Pre,Max_STD_Raw_Pre,Avg_STD_Raw_Pre,W0_std,W1_std,W2_std,W3_std,W4_std,W0_dif,W1_dif,W2_dif,W3_dif,W4_dif,RMSE_dif,MaxRSE_dif,Cause_no
20240401095030-20240401125632,20240324000000-20240327000000,2024-04-01 12:54:32,Dummy,1.00e-01,1.00e-02,3.004e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240401095030-20240401144543,20240324000000-20240327000000,2024-04-01 14:43:43,Dummy,1.00e-01,1.00e-02,3.004e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240401125700-20240401154658,20240324000000-20240327000000,2024-04-01 15:44:58,Dummy,1.00e-01,1.00e-02,5.600e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240401154700-20240401163933,20240324000000-20240327000000,2024-04-01 16:37:33,VAHCCG:D01_H10:PRES,3.85e-01,1.04e-01,5.60e+02,1.147e+00,1.02e+00,4.26e-01,1.15e+00,8.16e-02,2.85e-08,1.19e-08,2.53e-08,1.58e-09,1.15e+00,1.07e-01,2.79e-06,1.42e-10,0.00e+00,6.50e-01,1.26e-02,3.41e-01,1.10e-01,0.00e+00,1.47e-01,3.28e-01,0.00e+00
20240401170530-20240401180218,20240324000000-20240327000000,2024-04-01 18:00:18,Dummy,1.00e-01,1.00e-02,5.603e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240401180230-20240401185109,20240324000000-20240327000000,2024-04-01 18:49:09,VAHCCG:D01_H10:PRES,4.28e-01,1.04e-01,5.60e+02,1.147e+00,9.83e-01,4.93e-01,1.15e+00,8.51e-02,2.69e-08,1.35e-08,2.53e-08,1.58e-09,1.15e+00,1.07e-01,2.79e-06,1.42e-10,0.00e+00,6.08e-01,6.01e-02,1.65e-11,4.16e-01,0.00e+00,9.23e-02,4.17e-01,0.00e+00
20240401180230-20240401193125,20240324000000-20240327000000,2024-04-01 19:29:25,VAHCCG:D01_H10:PRES,4.28e-01,1.04e-01,5.60e+02,1.147e+00,9.83e-01,4.93e-01,1.15e+00,8.51e-02,2.69e-08,1.35e-08,2.53e-08,1.58e-09,1.15e+00,1.07e-01,2.79e-06,1.42e-10,0.00e+00,6.08e-01,6.01e-02,1.65e-11,4.16e-01,0.00e+00,9.23e-02,4.17e-01,0.00e+00
20240401185130-20240401205421,20240324000000-20240327000000,2024-04-01 20:52:21,Dummy,1.00e-01,1.00e-02,5.605e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240401205430-20240401234040,20240324000000-20240327000000,2024-04-01 23:38:40,VAHCCG:D01_H06:PRES,2.81e-01,1.00e-02,6.80e+02,5.820e-12,1.01e+00,8.87e-02,5.82e-12,3.85e-12,1.79e-08,1.56e-09,0.00e+00,0.00e+00,1.42e-15,2.72e+01,2.07e-12,3.75e-12,0.00e+00,1.26e+00,1.01e-01,1.53e-05,1.79e-08,0.00e+00,9.70e-02,3.11e-01,0.00e+00
20240401205430-20240401234040,20240324000000-20240327000000,2024-04-01 23:38:40,VAHCCG:D01_H10:PRES,4.10e-01,1.04e-01,6.80e+02,1.147e+00,1.01e+00,4.86e-01,1.15e+00,8.64e-02,3.48e-08,1.67e-08,2.53e-08,1.58e-09,1.15e+00,1.07e-01,2.79e-06,1.42e-10,0.00e+00,4.81e-01,4.09e-03,5.98e-01,9.08e-02,0.00e+00,7.10e-02,2.73e-01,0.00e+00
20240401234100-20240402012547,20240325000000-20240328000000,2024-04-02 01:23:47,VAHCCG:D01_H10:PRES,5.19e-01,1.09e-01,6.80e+02,1.122e+00,9.98e-01,5.33e-01,1.12e+00,8.57e-02,2.01e-08,1.08e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,7.48e-01,1.95e-02,4.11e-04,2.60e-01,0.00e+00,2.21e-01,4.66e-01,0.00e+00
20240402012600-20240402022709,20240325000000-20240328000000,2024-04-02 02:25:09,Dummy,1.00e-01,1.00e-02,5.141e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240402022730-20240402042825,20240325000000-20240328000000,2024-04-02 04:26:25,VAHCCG:D01_H06:PRES,2.85e-01,1.00e-02,6.80e+02,3.742e-12,9.91e-01,8.85e-02,3.74e-12,2.11e-12,1.64e-08,1.46e-09,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.25e+00,1.13e-01,5.05e-07,1.39e-11,0.00e+00,1.08e-01,3.68e-01,0.00e+00
20240402022730-20240402042825,20240325000000-20240328000000,2024-04-02 04:26:25,VAHCCG:D01_H10:PRES,4.10e-01,1.09e-01,6.80e+02,1.122e+00,1.00e+00,4.93e-01,1.12e+00,9.12e-02,3.33e-08,1.63e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,6.98e-01,7.63e-02,5.21e-09,4.15e-01,0.00e+00,2.72e-02,1.09e-01,0.00e+00
20240402042830-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VAHCCG:D01_H06:PRES,2.32e-01,1.00e-02,6.80e+02,3.742e-12,9.83e-01,6.01e-02,3.74e-12,2.10e-12,1.64e-08,1.00e-09,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.14e+00,1.32e-01,1.71e-07,4.52e-08,0.00e+00,8.62e-02,3.67e-01,0.00e+00
20240402042830-20240402054730,20240325000000-20240328000000,2024-04-02 05:45:30,VAHCCG:D01_H10:PRES,3.72e-01,1.09e-01,6.80e+02,1.122e+00,9.84e-01,4.40e-01,1.12e+00,7.64e-02,3.37e-08,1.51e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,4.75e-01,3.54e-03,6.30e-01,4.19e-02,0.00e+00,6.77e-02,2.72e-01,0.00e+00
20240402054800-20240402065245,20240325000000-20240328000000,2024-04-02 06:50:45,VAHCCG:D01_H06:PRES,2.62e-01,1.00e-02,6.80e+02,3.742e-12,1.02e+00,7.56e-02,3.74e-12,2.10e-12,1.68e-08,1.25e-09,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.20e+00,1.12e-01,7.90e-10,1.72e-08,0.00e+00,9.34e-02,3.37e-01,0.00e+00
20240402054800-20240402065245,20240325000000-20240328000000,2024-04-02 06:50:45,VAHCCG:D01_H10:PRES,3.88e-01,1.09e-01,6.80e+02,1.122e+00,9.98e-01,4.59e-01,1.12e+00,7.96e-02,3.37e-08,1.55e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,4.75e-01,4.14e-03,6.05e-01,7.11e-02,0.00e+00,6.51e-02,2.54e-01,0.00e+00
20240402064930-20240402083714,20240325000000-20240328000000,2024-04-02 08:35:14,VAHCCG:D01_H06:PRES,2.81e-01,1.00e-02,6.80e+02,3.742e-12,1.03e+00,8.38e-02,3.74e-12,2.11e-12,1.59e-08,1.29e-09,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.30e+00,1.14e-01,5.97e-06,2.03e-10,0.00e+00,1.03e-01,3.59e-01,0.00e+00
20240402064930-20240402083714,20240325000000-20240328000000,2024-04-02 08:35:14,VAHCCG:D01_H10:PRES,4.21e-01,1.09e-01,6.80e+02,1.122e+00,1.01e+00,4.96e-01,1.12e+00,8.44e-02,3.15e-08,1.55e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,6.33e-01,7.76e-02,4.19e-09,4.30e-01,0.00e+00,2.39e-02,5.32e-02,0.00e+00
20240402064930-20240402083714,20240325000000-20240328000000,2024-04-02 08:35:14,VAHCCG:D02_H23:PRES,5.22e+00,1.32e+00,6.80e+02,2.824e+01,3.81e+01,3.05e+00,3.73e+00,9.09e-01,1.04e-05,8.30e-07,1.39e-05,3.49e-07,2.87e+00,1.69e-01,1.04e-01,7.55e-01,0.00e+00,2.31e+01,2.39e-01,1.41e+01,1.49e+00,0.00e+00,4.58e-01,1.95e+00,0.00e+00
20240402064930-20240402093428,20240325000000-20240328000000,2024-04-02 09:32:28,VAHCCG:D01_H06:PRES,2.81e-01,1.00e-02,6.80e+02,3.742e-12,1.03e+00,8.38e-02,3.74e-12,2.11e-12,1.59e-08,1.29e-09,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.30e+00,1.14e-01,5.97e-06,2.03e-10,0.00e+00,1.03e-01,3.59e-01,0.00e+00
20240402064930-20240402093428,20240325000000-20240328000000,2024-04-02 09:32:28,VAHCCG:D01_H10:PRES,4.21e-01,1.09e-01,6.80e+02,1.122e+00,1.01e+00,4.96e-01,1.12e+00,8.44e-02,3.15e-08,1.55e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,6.33e-01,7.76e-02,4.19e-09,4.30e-01,0.00e+00,2.39e-02,5.32e-02,0.00e+00
20240402064930-20240402093428,20240325000000-20240328000000,2024-04-02 09:32:28,VAHCCG:D02_H23:PRES,5.22e+00,1.32e+00,6.80e+02,2.824e+01,3.81e+01,3.05e+00,3.73e+00,9.09e-01,1.04e-05,8.30e-07,1.39e-05,3.49e-07,2.87e+00,1.69e-01,1.04e-01,7.55e-01,0.00e+00,2.31e+01,2.39e-01,1.41e+01,1.49e+00,0.00e+00,4.58e-01,1.95e+00,0.00e+00
20240402064930-20240402115707,20240325000000-20240328000000,2024-04-02 11:55:07,VAHCCG:D01_H06:PRES,2.81e-01,1.00e-02,6.80e+02,3.742e-12,1.03e+00,8.38e-02,3.74e-12,2.11e-12,1.59e-08,1.29e-09,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.30e+00,1.14e-01,5.97e-06,2.03e-10,0.00e+00,1.03e-01,3.59e-01,0.00e+00
20240402064930-20240402115707,20240325000000-20240328000000,2024-04-02 11:55:07,VAHCCG:D01_H10:PRES,4.21e-01,1.09e-01,6.80e+02,1.122e+00,1.01e+00,4.96e-01,1.12e+00,8.44e-02,3.15e-08,1.55e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,6.33e-01,7.76e-02,4.19e-09,4.30e-01,0.00e+00,2.39e-02,5.32e-02,0.00e+00
20240402064930-20240402115707,20240325000000-20240328000000,2024-04-02 11:55:07,VAHCCG:D02_H23:PRES,5.22e+00,1.32e+00,6.80e+02,2.824e+01,3.81e+01,3.05e+00,3.73e+00,9.09e-01,1.04e-05,8.30e-07,1.39e-05,3.49e-07,2.87e+00,1.69e-01,1.04e-01,7.55e-01,0.00e+00,2.31e+01,2.39e-01,1.41e+01,1.49e+00,0.00e+00,4.58e-01,1.95e+00,0.00e+00
20240402083730-20240402132021,20240325000000-20240328000000,2024-04-02 13:18:21,Dummy,1.00e-01,1.00e-02,3.011e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240402132030-20240402143015,20240325000000-20240328000000,2024-04-02 14:28:15,Dummy,1.00e-01,1.00e-02,6.008e+02,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240402143030-20240402172706,20240325000000-20240328000000,2024-04-02 17:25:06,VAHCCG:D01_H06:PRES,2.54e-01,1.00e-02,7.21e+02,3.742e-12,9.86e-01,7.32e-02,3.74e-12,2.10e-12,1.70e-08,1.27e-09,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.17e+00,1.13e-01,1.82e-13,3.13e-11,0.00e+00,8.97e-02,3.18e-01,0.00e+00
20240402143030-20240402172706,20240325000000-20240328000000,2024-04-02 17:25:06,VAHCCG:D02_H23:PRES,1.38e+00,1.32e+00,7.21e+02,2.824e+01,9.73e+00,1.64e+00,3.73e+00,9.00e-01,3.32e-06,5.59e-07,1.39e-05,3.49e-07,2.87e+00,1.69e-01,1.04e-01,7.55e-01,0.00e+00,9.48e+00,1.42e-01,3.00e-12,1.10e+00,0.00e+00,2.83e-01,1.40e+00,0.00e+00
20240402143030-20240402172706,20240325000000-20240328000000,2024-04-02 17:25:06,VAHCCG:D09_H01:PRES,2.53e-01,1.00e-02,7.21e+02,3.742e-12,1.11e+00,6.00e-02,3.74e-12,2.10e-12,1.50e-08,8.05e-10,1.29e-08,5.58e-11,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.29e+00,1.59e-01,1.01e-11,1.43e-11,0.00e+00,1.02e-01,4.71e-01,0.00e+00
20240402172730-20240402181502,20240325000000-20240328000000,2024-04-02 18:13:02,VAHCCG:D01_H06:PRES,2.22e-01,1.00e-02,6.40e+02,3.742e-12,9.98e-01,5.19e-02,3.74e-12,2.10e-12,1.47e-08,7.62e-10,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.16e+00,1.61e-01,4.35e-14,3.48e-05,0.00e+00,8.73e-02,4.32e-01,0.00e+00
20240402181530-20240402205447,20240325000000-20240328000000,2024-04-02 20:52:47,VAHCCG:D01_H06:PRES,2.62e-01,1.00e-02,6.41e+02,3.742e-12,1.01e+00,7.19e-02,3.74e-12,2.11e-12,1.54e-08,1.10e-09,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.27e+00,1.35e-01,1.64e-07,1.12e-12,0.00e+00,1.01e-01,4.04e-01,0.00e+00
20240402181530-20240402205447,20240325000000-20240328000000,2024-04-02 20:52:47,VAHCCG:D01_H10:PRES,3.90e-01,1.09e-01,6.41e+02,1.122e+00,1.01e+00,4.68e-01,1.12e+00,8.57e-02,3.22e-08,1.49e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,7.07e-01,8.89e-02,1.42e-11,4.02e-01,0.00e+00,2.37e-02,9.77e-02,0.00e+00
20240402205500-20240402220152,20240325000000-20240328000000,2024-04-02 21:59:52,VAHCCG:D01_H06:PRES,2.32e-01,1.00e-02,6.41e+02,3.742e-12,9.59e-01,5.84e-02,3.74e-12,2.11e-12,1.44e-08,8.79e-10,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.12e+00,1.60e-01,4.67e-12,1.02e-07,0.00e+00,9.25e-02,4.30e-01,0.00e+00
20240402205500-20240402220152,20240325000000-20240328000000,2024-04-02 21:59:52,VAHCCG:D01_H10:PRES,3.92e-01,1.09e-01,6.41e+02,1.122e+00,9.63e-01,4.70e-01,1.12e+00,8.97e-02,3.06e-08,1.49e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,5.99e-01,8.20e-02,1.42e-14,4.07e-01,0.00e+00,1.88e-02,5.04e-02,0.00e+00
20240402220200-20240402234031,20240325000000-20240328000000,2024-04-02 23:38:31,VAHCCG:D01_H06:PRES,2.73e-01,1.00e-02,7.21e+02,3.742e-12,1.01e+00,8.33e-02,3.74e-12,2.10e-12,1.79e-08,1.48e-09,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.27e+00,1.01e-01,1.33e-05,1.18e-08,0.00e+00,9.49e-02,3.09e-01,0.00e+00
20240402220200-20240402234031,20240325000000-20240328000000,2024-04-02 23:38:31,VAHCCG:D01_H10:PRES,3.74e-01,1.09e-01,7.21e+02,1.122e+00,1.01e+00,4.43e-01,1.12e+00,7.64e-02,3.53e-08,1.55e-08,2.38e-08,1.48e-09,1.12e+00,1.11e-01,7.12e-07,4.01e-12,0.00e+00,7.14e-01,8.63e-02,1.35e-13,3.84e-01,0.00e+00,2.84e-02,9.13e-02,0.00e+00
20240402220200-20240402234031,20240325000000-20240328000000,2024-04-02 23:38:31,VAHCCG:D04_H23:PRES,1.61e-01,1.00e-02,7.21e+02,3.742e-12,8.94e-01,3.21e-02,3.74e-12,2.10e-12,1.60e-08,5.74e-10,0.00e+00,0.00e+00,3.39e-17,2.72e+01,1.71e-12,2.03e-12,0.00e+00,1.01e+00,2.40e-01,1.50e-10,8.44e-09,0.00e+00,5.50e-02,2.87e-01,0.00e+00
20240402234100-20240403010445,20240326000000-20240329000000,2024-04-03 01:02:45,VAHCCG:D01_H06:PRES,2.67e-01,1.00e-02,6.80e+02,6.397e-12,9.87e-01,7.94e-02,6.40e-12,3.56e-12,1.62e-08,1.31e-09,0.00e+00,0.00e+00,5.10e-14,2.72e+01,2.92e-12,3.43e-12,0.00e+00,1.24e+00,1.15e-01,1.64e-07,1.58e-10,0.00e+00,9.70e-02,3.42e-01,0.00e+00
20240402234100-20240403010445,20240326000000-20240329000000,2024-04-03 01:02:45,VAHCCG:D01_H10:PRES,3.70e-01,8.67e-02,6.80e+02,3.443e-01,9.87e-01,4.52e-01,1.24e+00,9.62e-02,3.29e-08,1.51e-08,2.36e-08,1.78e-09,1.24e+00,1.06e-01,2.53e-06,1.59e-11,0.00e+00,6.82e-01,8.72e-02,1.53e-08,3.89e-01,0.00e+00,2.36e-02,8.32e-02,0.00e+00
20240403010500-20240403050907,20240326000000-20240329000000,2024-04-03 05:07:07,VAHCCG:D01_H06:PRES,3.01e-01,1.00e-02,7.20e+02,6.397e-12,9.84e-01,1.00e-01,6.40e-12,3.55e-12,1.65e-08,1.69e-09,0.00e+00,0.00e+00,5.10e-14,2.72e+01,2.92e-12,3.43e-12,0.00e+00,1.27e+00,8.58e-02,1.32e-07,6.82e-08,0.00e+00,1.10e-01,3.27e-01,0.00e+00
20240403010500-20240403050907,20240326000000-20240329000000,2024-04-03 05:07:07,VAHCCG:D01_H10:PRES,4.26e-01,8.67e-02,7.20e+02,3.443e-01,9.92e-01,5.04e-01,1.24e+00,9.07e-02,3.18e-08,1.62e-08,2.36e-08,1.78e-09,1.24e+00,1.06e-01,2.53e-06,1.59e-11,0.00e+00,6.58e-01,7.52e-02,1.15e-14,4.37e-01,0.00e+00,2.66e-02,1.04e-01,0.00e+00
20240403010500-20240403050907,20240326000000-20240329000000,2024-04-03 05:07:07,VAHCCG:D07_H02:PRES,2.54e-01,1.00e-02,7.20e+02,6.397e-12,1.04e+00,6.69e-02,6.40e-12,3.55e-12,1.75e-08,1.12e-09,0.00e+00,0.00e+00,5.10e-14,2.72e+01,2.92e-12,3.43e-12,0.00e+00,1.29e+00,1.38e-01,3.12e-07,1.24e-12,0.00e+00,9.33e-02,3.54e-01,0.00e+00
20240403010500-20240403060537,20240326000000-20240329000000,2024-04-03 06:03:37,VAHCCG:D01_H06:PRES,3.01e-01,1.00e-02,7.20e+02,6.397e-12,9.84e-01,1.00e-01,6.40e-12,3.55e-12,1.65e-08,1.69e-09,0.00e+00,0.00e+00,5.10e-14,2.72e+01,2.92e-12,3.43e-12,0.00e+00,1.27e+00,8.58e-02,1.32e-07,6.82e-08,0.00e+00,1.10e-01,3.27e-01,0.00e+00
20240403010500-20240403060537,20240326000000-20240329000000,2024-04-03 06:03:37,VAHCCG:D01_H10:PRES,4.26e-01,8.67e-02,7.20e+02,3.443e-01,9.92e-01,5.04e-01,1.24e+00,9.07e-02,3.18e-08,1.62e-08,2.36e-08,1.78e-09,1.24e+00,1.06e-01,2.53e-06,1.59e-11,0.00e+00,6.58e-01,7.52e-02,1.15e-14,4.37e-01,0.00e+00,2.66e-02,1.04e-01,0.00e+00
