Date_Range_DIF,Date_Range_STD,Abort_Timing,Record Name,RMSE_cal,RMSE_std,Beam_Max,MaxRSE_std,Max_Pre,Avg_Pre,Max_Cal,Avg_Cal,Max_Raw_Pre,Avg_Raw_Pre,Max_STD_Raw_Pre,Avg_STD_Raw_Pre,W0_std,W1_std,W2_std,W3_std,W4_std,W0_dif,W1_dif,W2_dif,W3_dif,W4_dif,RMSE_dif,MaxRSE_dif,Cause_no
20240404172600-20240405025050,20240328000000-20240331000000,2024-04-05 02:48:50,VALCCG:D10_L09:PRES,9.01e-01,4.05e-02,1.00e+03,5.870e-01,5.90e+00,9.33e-01,1.03e+00,7.01e-01,3.09e-06,4.88e-07,8.85e-07,3.26e-07,7.75e-01,1.99e-03,2.55e-01,4.10e-03,0.00e+00,5.49e+00,1.97e-01,8.12e-08,6.70e-01,0.00e+00,2.46e-01,1.54e+00,0.00e+00
20240405035630-20240405085811,20240328000000-20240331000000,2024-04-05 08:56:11,VALCCG:D10_L07:PRES,3.52e+00,4.61e-02,1.05e+03,7.579e-01,2.14e+01,2.12e+00,1.04e+00,5.26e-01,7.93e-06,7.84e-07,8.14e-07,2.00e-07,5.70e-01,4.26e-03,3.92e-01,7.61e-02,0.00e+00,1.84e+01,1.62e-01,2.74e-12,1.16e+00,0.00e+00,1.04e+00,6.98e+00,0.00e+00
20240405112930-20240405124159,20240328000000-20240331000000,2024-04-05 12:39:59,VALCCG:D10_L06:PRES,7.13e+00,8.09e-02,1.05e+03,2.146e+00,3.79e+01,3.69e+00,1.12e+00,5.21e-01,1.82e-05,1.77e-06,1.35e-06,1.99e-07,5.47e-01,4.35e-03,5.06e-01,6.77e-02,0.00e+00,3.85e+01,1.96e-01,1.78e-13,1.71e+00,0.00e+00,1.07e+00,5.10e+00,0.00e+00
20240405112930-20240405124159,20240328000000-20240331000000,2024-04-05 12:39:59,VALCCG:D10_L07:PRES,3.89e-01,4.61e-02,1.05e+03,7.579e-01,3.39e+00,5.61e-01,1.04e+00,5.44e-01,1.60e-06,2.64e-07,8.14e-07,2.00e-07,5.70e-01,4.26e-03,3.92e-01,7.61e-02,0.00e+00,2.02e+00,1.51e-01,6.38e-07,4.32e-01,0.00e+00,2.59e-01,1.46e+00,0.00e+00
20240405131830-20240405143826,20240328000000-20240331000000,2024-04-05 14:36:26,VALCCG:D10_L07:PRES,4.68e-01,4.61e-02,1.03e+03,7.579e-01,3.59e+00,5.70e-01,1.04e+00,5.42e-01,1.61e-06,2.55e-07,8.14e-07,2.00e-07,5.70e-01,4.26e-03,3.92e-01,7.61e-02,0.00e+00,3.10e+00,2.45e-01,7.57e-09,4.38e-01,0.00e+00,2.16e-01,1.25e+00,0.00e+00
20240405131830-20240405143826,20240328000000-20240331000000,2024-04-05 14:36:26,VALCCG:D10_L08:PRES,3.09e+00,4.26e-01,1.03e+03,1.360e+01,2.29e+01,1.45e+00,1.61e+00,6.13e-01,1.48e-05,9.35e-07,1.28e-05,3.63e-07,6.69e-01,4.00e-03,9.01e-01,3.69e-02,0.00e+00,1.59e+01,3.85e-01,6.63e+00,6.32e-01,0.00e+00,2.05e-01,8.52e-01,0.00e+00
20240405131830-20240405143826,20240328000000-20240331000000,2024-04-05 14:36:26,VALCCG:D10_L09:PRES,4.44e-01,4.05e-02,1.03e+03,5.870e-01,3.65e+00,7.73e-01,1.03e+00,7.06e-01,1.87e-06,3.97e-07,8.85e-07,3.26e-07,7.75e-01,1.99e-03,2.55e-01,4.10e-03,0.00e+00,2.63e+00,1.89e-01,1.14e-13,6.40e-01,0.00e+00,1.90e-01,1.21e+00,0.00e+00
20240405183100-20240405193300,20240328000000-20240331000000,2024-04-05 19:31:00,VALCCG:D10_L08:PRES,3.60e+00,4.26e-01,7.00e+02,1.360e+01,1.99e+01,1.96e+00,1.61e+00,6.16e-01,8.72e-06,8.58e-07,1.28e-05,3.63e-07,6.69e-01,4.00e-03,9.01e-01,3.69e-02,0.00e+00,2.06e+01,2.10e-01,8.07e-05,9.57e-01,0.00e+00,8.56e-01,5.42e+00,0.00e+00
20240405193300-20240405210055,20240328000000-20240331000000,2024-04-05 20:58:55,VALCCG:D10_L06:PRES,7.81e-01,8.09e-02,9.99e+02,2.146e+00,5.76e+00,6.33e-01,1.12e+00,5.17e-01,2.46e-06,2.71e-07,1.35e-06,1.99e-07,5.47e-01,4.35e-03,5.06e-01,6.77e-02,0.00e+00,4.89e+00,2.15e-01,3.06e-12,4.07e-01,0.00e+00,3.39e-01,2.17e+00,0.00e+00
20240405193300-20240405210055,20240328000000-20240331000000,2024-04-05 20:58:55,VALCCG:D10_L07:PRES,1.12e+01,4.61e-02,9.99e+02,7.579e-01,6.77e+01,4.72e+00,1.04e+00,5.40e-01,2.80e-05,1.95e-06,8.14e-07,2.00e-07,5.70e-01,4.26e-03,3.92e-01,7.61e-02,0.00e+00,6.90e+01,2.58e-01,3.42e-05,1.96e+00,0.00e+00,1.42e+00,6.18e+00,0.00e+00
20240406065000-20240406085524,20240329000000-20240401000000,2024-04-06 08:53:24,VALCCG:D10_L06:PRES,7.41e-01,7.22e-02,1.00e+03,2.164e+00,4.99e+00,6.24e-01,1.10e+00,4.94e-01,2.12e-06,2.65e-07,1.35e-06,1.79e-07,5.32e-01,4.80e-03,5.00e-01,6.71e-02,0.00e+00,5.10e+00,2.61e-01,5.86e-05,4.22e-01,0.00e+00,2.46e-01,1.49e+00,0.00e+00
20240406065000-20240406085524,20240329000000-20240401000000,2024-04-06 08:53:24,VALCCG:D10_L07:PRES,8.49e+00,1.63e-01,1.00e+03,7.341e+00,5.55e+01,3.52e+00,1.14e+00,5.31e-01,2.32e-05,1.47e-06,3.32e-06,1.87e-07,5.23e-01,5.82e-03,4.85e-01,1.33e-01,0.00e+00,4.35e+01,2.83e-01,1.16e+01,1.32e+00,0.00e+00,7.99e-01,3.31e+00,0.00e+00
20240406085530-20240406105125,20240329000000-20240401000000,2024-04-06 10:49:25,VALCCG:D10_L07:PRES,1.99e+00,1.63e-01,1.05e+03,7.341e+00,1.14e+01,1.48e+00,1.14e+00,5.31e-01,5.19e-06,6.75e-07,3.32e-06,1.87e-07,5.23e-01,5.82e-03,4.85e-01,1.33e-01,0.00e+00,8.90e+00,1.47e-01,1.92e+00,8.16e-01,0.00e+00,2.96e-01,1.21e+00,0.00e+00
20240406105130-20240406162203,20240329000000-20240401000000,2024-04-06 16:20:03,VALCCG:D10_L04:PRES,8.33e+00,2.41e-01,1.05e+03,9.612e+00,4.90e+01,3.40e+00,1.24e+00,5.07e-01,2.49e-05,1.73e-06,5.14e-06,2.13e-07,5.80e-01,4.49e-03,6.03e-01,5.45e-02,0.00e+00,5.17e+01,2.16e-01,9.18e-03,1.37e+00,0.00e+00,1.70e+00,1.15e+01,0.00e+00
20240406105130-20240406162203,20240329000000-20240401000000,2024-04-06 16:20:03,VALCCG:D10_L05:PRES,1.18e+00,8.15e-02,1.05e+03,2.725e+00,9.71e+00,7.15e-01,1.11e+00,4.88e-01,3.07e-06,2.26e-07,1.09e-06,1.30e-07,5.59e-01,4.89e-03,4.83e-01,6.64e-02,0.00e+00,6.08e+00,1.54e-01,1.30e-06,4.02e-01,0.00e+00,7.12e-01,4.84e+00,0.00e+00
20240406170530-20240406183549,20240329000000-20240401000000,2024-04-06 18:33:49,VALCCG:D10_L08:PRES,9.27e+00,4.40e-01,1.00e+03,1.679e+01,5.09e+01,3.94e+00,1.71e+00,5.94e-01,3.06e-05,2.37e-06,8.24e-06,3.26e-07,6.58e-01,4.21e-03,1.01e+00,3.68e-02,0.00e+00,5.32e+01,2.04e-01,1.13e-02,1.49e+00,0.00e+00,2.13e+00,1.40e+01,0.00e+00
20240406170530-20240406183549,20240329000000-20240401000000,2024-04-06 18:33:49,VALCCG:D10_L09:PRES,7.07e-01,4.14e-02,1.00e+03,5.348e-01,5.61e+00,8.69e-01,1.04e+00,6.78e-01,2.96e-06,4.59e-07,6.44e-07,2.95e-07,7.34e-01,2.29e-03,2.81e-01,2.88e-02,0.00e+00,3.30e+00,1.21e-01,7.21e-05,6.33e-01,0.00e+00,3.95e-01,2.39e+00,0.00e+00
20240407140830-20240407200620,20240330000000-20240402000000,2024-04-07 20:04:20,VALCCG:D01_L02:PRES,5.71e-01,5.74e-02,9.51e+02,4.162e-01,1.22e+00,8.40e-01,1.07e+00,2.75e-01,3.33e-07,2.30e-07,5.41e-07,1.31e-07,2.65e-01,3.47e-03,7.35e-01,7.32e-02,0.00e+00,9.87e-01,2.09e-03,1.53e-01,5.70e-02,0.00e+00,2.84e-02,1.52e-01,0.00e+00
20240407140830-20240407200620,20240330000000-20240402000000,2024-04-07 20:04:20,VALCCG:D08_L16X:PRES,8.93e-01,5.86e-02,9.51e+02,3.960e-01,1.54e+00,1.24e+00,9.89e-01,3.55e-01,2.86e-07,2.31e-07,6.74e-07,2.16e-07,2.34e-01,1.91e-09,6.52e-01,1.03e-01,0.00e+00,9.83e-01,8.68e-04,4.65e-08,3.56e-01,0.00e+00,3.58e-02,2.03e-01,0.00e+00
20240407140830-20240407200620,20240330000000-20240402000000,2024-04-07 20:04:20,VALCCG:D08_L0X:PRES,7.24e-01,5.93e-02,9.51e+02,3.634e-01,1.38e+00,1.12e+00,9.67e-01,4.00e-01,4.87e-07,3.95e-07,9.98e-07,3.58e-07,2.86e-01,1.39e-04,5.79e-01,1.02e-01,0.00e+00,8.96e-01,7.79e-04,2.11e-01,2.98e-01,0.00e+00,1.71e-02,1.18e-01,0.00e+00
20240408195730-20240409041819,20240401000000-20240404000000,2024-04-09 04:16:19,VALCCG:D04_L08:PRES,3.59e-01,3.70e-02,1.00e+03,2.155e-01,1.59e+00,7.53e-01,1.03e+00,5.25e-01,7.15e-07,3.39e-07,4.61e-07,1.86e-07,3.67e-01,1.76e-02,3.00e-01,3.64e-01,0.00e+00,7.13e-01,9.50e-14,2.12e-01,3.01e-02,0.00e+00,2.28e-01,8.45e-01,0.00e+00
20240409041830-20240409055938,20240401000000-20240404000000,2024-04-09 05:57:38,VALCCG:D04_L03:PRES,2.00e+00,4.93e-02,1.00e+03,2.422e-01,1.44e+01,9.20e-01,1.10e+00,5.57e-01,2.03e-06,1.30e-07,1.52e-07,6.64e-08,6.12e-01,3.80e-03,4.21e-01,6.20e-02,0.00e+00,1.17e+01,2.44e-01,2.14e-07,4.89e-01,0.00e+00,9.54e-01,6.73e+00,0.00e+00
20240409041830-20240409055938,20240401000000-20240404000000,2024-04-09 05:57:38,VALCCG:D04_L04:PRES,2.04e+00,4.25e-02,1.00e+03,1.766e-01,1.30e+01,9.07e-01,1.05e+00,5.21e-01,2.05e-06,1.42e-07,1.70e-07,6.85e-08,3.71e-01,2.36e-02,2.82e-01,3.98e-01,0.00e+00,1.35e+01,2.85e-01,2.29e-07,4.64e-01,0.00e+00,7.33e-01,4.95e+00,0.00e+00
20240412084830-20240412150730,20240404000000-20240407000000,2024-04-12 15:05:30,VALCCG:D05_L18:PRES,7.17e-01,5.90e-02,6.00e+02,2.686e-01,4.32e+00,8.25e-01,1.10e+00,5.50e-01,2.52e-07,4.81e-08,1.67e-07,7.56e-08,5.40e-01,1.70e-03,5.10e-01,5.01e-02,0.00e+00,2.26e+00,6.98e-02,1.61e-08,5.90e-01,0.00e+00,4.97e-01,2.24e+00,0.00e+00
20240412084830-20240412173845,20240404000000-20240407000000,2024-04-12 17:36:45,VALCCG:D05_L18:PRES,7.17e-01,5.90e-02,6.00e+02,2.686e-01,4.32e+00,8.25e-01,1.10e+00,5.50e-01,2.52e-07,4.81e-08,1.67e-07,7.56e-08,5.40e-01,1.70e-03,5.10e-01,5.01e-02,0.00e+00,2.26e+00,6.98e-02,1.61e-08,5.90e-01,0.00e+00,4.97e-01,2.24e+00,0.00e+00
20240413034600-20240413040103,20240405000000-20240408000000,2024-04-13 03:59:03,VALCCG:D05_L18:PRES,4.46e-01,6.10e-02,4.00e+02,2.692e-01,2.68e+00,6.76e-01,1.10e+00,5.47e-01,1.40e-07,3.55e-08,1.67e-07,7.57e-08,5.35e-01,1.81e-03,5.15e-01,5.36e-02,0.00e+00,1.60e+00,5.75e-02,2.20e-08,4.74e-01,0.00e+00,2.89e-01,1.19e+00,0.00e+00
20240413064230-20240413124019,20240405000000-20240408000000,2024-04-13 12:38:19,VALCCG:D10_L17:PRES,2.92e-01,3.41e-02,8.51e+02,1.107e-01,2.19e+00,1.03e+00,1.04e+00,7.97e-01,2.78e-07,1.31e-07,2.04e-07,1.55e-07,8.29e-01,6.31e-04,1.86e-01,2.16e-02,0.00e+00,1.03e+00,1.72e-15,1.80e-12,1.29e-04,0.00e+00,1.64e-01,1.15e+00,0.00e+00
20240413055630-20240413131113,20240405000000-20240408000000,2024-04-13 13:09:13,VALCCG:D04_L02:PRES,5.15e-01,4.80e-02,8.51e+02,2.232e-01,3.24e+00,6.28e-01,1.09e+00,5.52e-01,2.22e-07,4.30e-08,1.28e-07,5.82e-08,6.09e-01,3.86e-03,4.26e-01,5.72e-02,0.00e+00,1.88e+00,6.35e-02,3.44e-12,3.97e-01,0.00e+00,3.70e-01,1.56e+00,0.00e+00
20240413055630-20240413131113,20240405000000-20240408000000,2024-04-13 13:09:13,VALCCG:D04_L03:PRES,5.69e+00,3.92e-02,8.51e+02,1.654e-01,4.09e+01,1.96e+00,1.04e+00,5.30e-01,3.91e-06,1.88e-07,1.74e-07,7.53e-08,3.68e-01,2.14e-02,2.81e-01,3.95e-01,0.00e+00,2.79e+01,1.67e-01,5.06e-05,5.18e-01,0.00e+00,3.10e+00,2.04e+01,0.00e+00
20240413055630-20240413131113,20240405000000-20240408000000,2024-04-13 13:09:13,VALCCG:D04_L04:PRES,5.52e+00,3.80e-02,8.51e+02,1.723e-01,3.89e+01,1.86e+00,1.05e+00,5.02e-01,4.37e-06,2.08e-07,1.90e-07,7.89e-08,3.90e-01,2.08e-02,3.01e-01,3.56e-01,0.00e+00,2.88e+01,1.83e-01,8.17e-10,4.79e-01,0.00e+00,2.72e+00,1.85e+01,0.00e+00
20240413055630-20240413131113,20240405000000-20240408000000,2024-04-13 13:09:13,VALCCG:D04_L05:PRES,5.22e-01,3.90e-02,8.51e+02,2.769e-01,3.57e+00,5.53e-01,1.05e+00,4.76e-01,3.67e-07,5.68e-08,1.78e-07,7.03e-08,4.25e-01,2.32e-02,2.92e-01,3.30e-01,0.00e+00,2.08e+00,7.55e-02,2.68e-10,3.34e-01,0.00e+00,3.92e-01,1.91e+00,0.00e+00
20240413202230-20240413222159,20240405000000-20240408000000,2024-04-13 22:19:59,VALCCG:D04_L04:PRES,1.03e+00,3.80e-02,9.01e+02,1.723e-01,6.54e+00,7.09e-01,1.05e+00,5.18e-01,8.31e-07,9.01e-08,1.90e-07,7.89e-08,3.90e-01,2.08e-02,3.01e-01,3.56e-01,0.00e+00,3.02e+00,7.91e-02,9.51e-07,3.65e-01,0.00e+00,8.29e-01,4.29e+00,0.00e+00
20240413202230-20240413222159,20240405000000-20240408000000,2024-04-13 22:19:59,VALCCG:D04_L05:PRES,1.43e+01,3.90e-02,9.01e+02,2.769e-01,8.64e+01,4.44e+00,1.05e+00,4.92e-01,1.01e-05,5.21e-07,1.78e-07,7.03e-08,4.25e-01,2.32e-02,2.92e-01,3.30e-01,0.00e+00,5.22e+01,1.18e-01,5.35e-04,2.72e-01,0.00e+00,9.23e+00,4.48e+01,0.00e+00
20240413202230-20240413222159,20240405000000-20240408000000,2024-04-13 22:19:59,VALCCG:D04_L06:PRES,4.82e+01,1.07e-01,9.01e+02,3.619e+00,3.21e+02,1.68e+01,1.15e+00,5.18e-01,8.81e-05,4.63e-06,1.75e-06,1.72e-07,5.87e-01,4.92e-03,5.21e-01,4.60e-02,0.00e+00,1.92e+02,1.37e-01,8.54e-08,3.42e+00,0.00e+00,2.80e+01,1.71e+02,0.00e+00
20240414024930-20240414043906,20240406000000-20240409000000,2024-04-14 04:37:06,VALCCG:D04_L02:PRES,4.09e-01,4.41e-02,7.75e+02,2.160e-01,2.73e+00,6.15e-01,1.10e+00,5.40e-01,1.77e-07,3.98e-08,1.25e-07,5.57e-08,6.18e-01,4.05e-03,4.31e-01,4.97e-02,0.00e+00,1.74e+00,6.94e-02,1.59e-11,4.26e-01,0.00e+00,2.69e-01,1.15e+00,0.00e+00
20240414024930-20240414043906,20240406000000-20240409000000,2024-04-14 04:37:06,VALCCG:D04_L03:PRES,5.08e+00,3.46e-02,7.75e+02,1.595e-01,3.45e+01,1.76e+00,1.05e+00,5.18e-01,3.21e-06,1.64e-07,1.66e-07,7.22e-08,3.89e-01,2.20e-02,2.76e-01,3.84e-01,0.00e+00,3.57e+01,3.12e-01,3.44e-14,6.75e-01,0.00e+00,9.33e-01,6.34e+00,0.00e+00
20240414024930-20240414043906,20240406000000-20240409000000,2024-04-14 04:37:06,VALCCG:D04_L04:PRES,5.30e+00,3.19e-02,7.75e+02,1.652e-01,3.78e+01,1.98e+00,1.05e+00,4.92e-01,3.95e-06,2.07e-07,1.85e-07,7.61e-08,4.09e-01,2.16e-02,2.90e-01,3.50e-01,0.00e+00,3.82e+01,3.47e-01,2.55e-08,9.07e-01,0.00e+00,7.62e-01,4.65e+00,0.00e+00
20240414024930-20240414043906,20240406000000-20240409000000,2024-04-14 04:37:06,VALCCG:D04_L05:PRES,3.93e-01,4.04e-02,7.75e+02,2.690e-01,2.82e+00,5.20e-01,1.05e+00,4.62e-01,2.82e-07,5.20e-08,1.77e-07,6.81e-08,4.49e-01,2.40e-02,2.82e-01,3.20e-01,0.00e+00,1.95e+00,8.49e-02,3.87e-10,3.44e-01,0.00e+00,2.69e-01,1.13e+00,0.00e+00
20240414075800-20240414140408,20240406000000-20240409000000,2024-04-14 14:02:08,VALCCG:D04_L03:PRES,1.82e+00,3.46e-02,9.51e+02,1.595e-01,1.45e+01,7.53e-01,1.05e+00,5.25e-01,1.79e-06,9.33e-08,1.66e-07,7.22e-08,3.89e-01,2.20e-02,2.76e-01,3.84e-01,0.00e+00,1.43e+01,4.99e-01,6.47e-09,4.14e-01,0.00e+00,3.04e-01,1.10e+00,0.00e+00
20240414075800-20240414140408,20240406000000-20240409000000,2024-04-14 14:02:08,VALCCG:D04_L04:PRES,1.83e+00,3.19e-02,9.51e+02,1.652e-01,1.50e+01,7.95e-01,1.05e+00,4.99e-01,2.07e-06,1.10e-07,1.85e-07,7.61e-08,4.09e-01,2.16e-02,2.90e-01,3.50e-01,0.00e+00,1.47e+01,6.03e-01,2.56e-05,4.82e-01,0.00e+00,2.84e-01,7.76e-01,0.00e+00
20240414180230-20240414211302,20240406000000-20240409000000,2024-04-14 21:11:02,VALCCG:D04_L03:PRES,6.33e-01,3.46e-02,1.06e+03,1.595e-01,4.64e+00,5.79e-01,1.05e+00,5.13e-01,6.50e-07,8.10e-08,1.66e-07,7.22e-08,3.89e-01,2.20e-02,2.76e-01,3.84e-01,0.00e+00,2.87e+00,1.33e-01,4.90e-13,4.12e-01,0.00e+00,4.80e-01,2.54e+00,0.00e+00
20240414180230-20240414211302,20240406000000-20240409000000,2024-04-14 21:11:02,VALCCG:D04_L04:PRES,7.24e-01,3.19e-02,1.06e+03,1.652e-01,5.43e+00,5.55e-01,1.05e+00,4.87e-01,8.57e-07,8.77e-08,1.85e-07,7.61e-08,4.09e-01,2.16e-02,2.90e-01,3.50e-01,0.00e+00,3.34e+00,1.40e-01,8.48e-07,3.70e-01,0.00e+00,5.43e-01,2.53e+00,0.00e+00
20240414211330-20240414220809,20240406000000-20240409000000,2024-04-14 22:06:09,VALCCG:D10_L08:PRES,3.00e+01,2.26e+00,6.00e+02,4.725e+01,1.87e+02,1.09e+01,5.16e+00,7.50e-01,6.22e-05,3.63e-06,3.06e-05,4.36e-07,4.61e+00,2.02e-01,2.97e-11,5.52e-01,0.00e+00,2.04e+02,2.56e-01,2.03e-10,3.64e+00,0.00e+00,5.16e+00,2.94e+01,0.00e+00
20240414211330-20240414220809,20240406000000-20240409000000,2024-04-14 22:06:09,VALCCG:D10_L09:PRES,1.91e+00,1.77e-01,6.00e+02,4.667e+00,1.33e+01,1.27e+00,1.23e+00,6.98e-01,4.73e-06,4.51e-07,2.96e-06,3.61e-07,7.99e-01,2.66e-03,4.16e-01,1.04e-02,0.00e+00,1.03e+01,1.62e-01,1.28e-08,7.35e-01,0.00e+00,8.08e-01,5.09e+00,0.00e+00
20240414211330-20240414220809,20240406000000-20240409000000,2024-04-14 22:06:09,VALCCG:D10_L09A:PRES,4.78e-01,4.14e-02,6.00e+02,5.771e-01,3.24e+00,7.35e-01,1.02e+00,5.68e-01,2.34e-07,5.30e-08,2.06e-07,7.71e-08,5.16e-01,2.43e-02,9.02e-02,4.14e-01,0.00e+00,1.63e+00,4.53e-02,4.15e-07,4.67e-01,0.00e+00,3.62e-01,1.64e+00,0.00e+00
20240414220830-20240415033200,20240407000000-20240410000000,2024-04-15 03:30:00,VALCCG:D04_L07:PRES,5.38e-01,3.15e-02,1.07e+03,1.937e-01,4.94e+00,5.79e-01,1.03e+00,5.19e-01,2.03e-06,2.39e-07,4.41e-07,1.93e-07,3.29e-01,1.60e-02,3.20e-01,3.78e-01,0.00e+00,3.15e+00,1.97e-01,4.82e-13,4.48e-01,0.00e+00,3.56e-01,2.36e+00,0.00e+00
20240414220830-20240415033200,20240407000000-20240410000000,2024-04-15 03:30:00,VALCCG:D04_L08:PRES,6.08e-01,1.24e-01,1.07e+03,1.069e+00,5.20e+00,6.10e-01,1.07e+00,5.43e-01,2.27e-06,2.66e-07,7.15e-07,2.12e-07,6.04e-01,3.44e-03,4.10e-01,5.12e-02,0.00e+00,4.01e+00,2.32e-01,8.91e-09,4.64e-01,0.00e+00,3.33e-01,2.22e+00,0.00e+00
20240415072330-20240415090543,20240407000000-20240410000000,2024-04-15 09:03:43,VALCCG:D10_L07:PRES,7.58e-01,3.91e-02,1.00e+03,1.929e-01,6.32e+00,6.01e-01,1.01e+00,4.79e-01,2.30e-06,2.18e-07,4.02e-07,1.54e-07,4.28e-01,1.32e-02,3.23e-01,2.64e-01,0.00e+00,3.51e+00,1.35e-01,1.64e-05,3.83e-01,0.00e+00,5.28e-01,3.26e+00,0.00e+00
20240415072330-20240415090543,20240407000000-20240410000000,2024-04-15 09:03:43,VALCCG:D10_L08:PRES,8.77e+00,2.10e-02,1.00e+03,1.523e-01,5.77e+01,3.49e+00,9.98e-01,5.38e-01,2.99e-05,1.81e-06,6.02e-07,2.70e-07,4.07e-01,1.29e-02,2.59e-01,3.33e-01,0.00e+00,4.65e+01,1.74e-01,1.53e-12,1.16e+00,0.00e+00,3.48e+00,2.37e+01,0.00e+00
