Date_Range_DIF,Date_Range_STD,Abort_Timing,Record Name,RMSE_cal,RMSE_std,Beam_Max,MaxRSE_std,Max_Pre,Avg_Pre,Max_Cal,Avg_Cal,Max_Raw_Pre,Avg_Raw_Pre,Max_STD_Raw_Pre,Avg_STD_Raw_Pre,W0_std,W1_std,W2_std,W3_std,W4_std,W0_dif,W1_dif,W2_dif,W3_dif,W4_dif,RMSE_dif,MaxRSE_dif,Cause_no
20240414220830-20240415043011,20240407000000-20240410000000,2024-04-15 04:28:11,VAHCCG:D08_H16A:PRES,1.08e+01,4.94e-02,8.57e+02,3.201e-01,6.56e+01,4.68e+00,1.06e+00,5.44e-01,1.49e-05,1.06e-06,2.30e-07,1.13e-07,5.35e-01,1.42e-03,4.88e-01,3.50e-02,0.00e+00,5.63e+01,1.58e-01,6.26e-12,1.65e+00,0.00e+00,3.35e+00,2.29e+01,0.00e+00
20240416005800-20240416065549,20240408000000-20240411000000,2024-04-16 06:53:49,VAHCCG:D04_H08X:PRES,5.04e-01,2.61e-02,8.41e+02,2.279e-01,1.20e+00,9.85e-01,1.00e+00,4.83e-01,3.92e-07,3.23e-07,7.02e-07,3.47e-07,4.47e-01,7.85e-04,4.92e-01,6.15e-02,0.00e+00,9.73e-01,7.99e-04,1.73e-01,9.42e-02,0.00e+00,1.49e-02,7.58e-02,0.00e+00
20240416005800-20240416065549,20240408000000-20240411000000,2024-04-16 06:53:49,VAHCCG:D04_H0X:PRES,5.93e-01,2.77e-02,8.41e+02,2.445e-01,1.24e+00,9.40e-01,9.47e-01,3.49e-01,4.71e-07,3.57e-07,1.09e-06,3.92e-07,2.42e-01,8.89e-04,5.91e-01,1.14e-01,0.00e+00,1.02e+00,8.12e-04,2.52e-01,8.59e-06,0.00e+00,1.49e-02,5.87e-02,0.00e+00
20240416114530-20240416174301,20240408000000-20240411000000,2024-04-16 17:41:01,VAHCCG:D04_H0X:PRES,6.49e-01,2.77e-02,8.00e+02,2.445e-01,1.30e+00,9.94e-01,9.47e-01,3.49e-01,3.19e-07,2.44e-07,1.09e-06,3.92e-07,2.42e-01,8.89e-04,5.91e-01,1.14e-01,0.00e+00,9.50e-01,8.64e-05,9.27e-15,5.37e-02,0.00e+00,4.35e-02,3.03e-01,0.00e+00
20240418173630-20240418195254,20240410000000-20240413000000,2024-04-18 19:50:54,VAHCCG:D02_H05:PRES,1.40e+00,1.69e-01,1.00e+02,9.249e-01,7.16e+00,1.39e+00,1.09e+00,7.90e-01,1.83e-07,3.56e-08,6.05e-08,3.10e-08,7.68e-01,9.20e-04,2.67e-01,5.02e-02,0.00e+00,1.10e+00,7.86e-16,3.83e-11,2.90e-01,0.00e+00,1.25e+00,5.77e+00,0.00e+00
20240423220300-20240424010639,20240416000000-20240419000000,2024-04-24 01:04:39,VAHCCG:D02_H22:PRES,5.20e+00,5.41e-01,6.41e+02,8.431e+00,3.16e+01,1.27e+00,1.44e+00,9.46e-02,5.17e-07,2.07e-08,8.79e-07,5.36e-09,1.44e+00,1.23e-01,4.49e-07,2.37e-10,0.00e+00,1.51e+01,7.67e-02,3.13e-07,1.24e-07,0.00e+00,4.07e+00,2.21e+01,0.00e+00
20240424184000-20240424204219,20240416000000-20240419000000,2024-04-24 20:40:19,VAHCCG:D01_H02:PRES,4.73e-01,1.33e-01,9.60e+02,8.791e-01,3.47e+00,1.04e+00,1.18e+00,1.02e+00,6.41e-07,1.92e-07,4.14e-07,1.24e-07,1.13e+00,2.46e-03,3.20e-08,4.86e-02,0.00e+00,1.27e+00,1.68e-02,7.51e-09,5.12e-01,0.00e+00,4.10e-01,1.95e+00,0.00e+00
20240425080130-20240425132034,20240417000000-20240420000000,2024-04-25 13:18:34,VAHCCG:D02_H22:PRES,2.30e+00,4.58e-01,9.41e+02,8.566e+00,1.64e+01,5.74e-01,1.32e+00,7.42e-02,8.68e-07,3.04e-08,4.41e-07,2.30e-09,1.32e+00,1.42e-01,3.73e-08,1.50e-11,0.00e+00,1.04e+01,1.39e-01,2.25e-13,7.47e-08,0.00e+00,1.58e+00,8.54e+00,0.00e+00
20240425134830-20240425155301,20240417000000-20240420000000,2024-04-25 15:51:01,VAHCCG:D02_H22:PRES,3.64e+00,4.58e-01,8.81e+02,8.566e+00,2.70e+01,7.29e-01,1.32e+00,7.22e-02,1.51e-06,4.08e-08,4.41e-07,2.30e-09,1.32e+00,1.42e-01,3.73e-08,1.50e-11,0.00e+00,1.46e+01,1.36e-01,1.42e-09,3.27e-08,0.00e+00,2.71e+00,1.59e+01,0.00e+00
20240425134830-20240425155301,20240417000000-20240420000000,2024-04-25 15:51:01,VAHCCG:D02_H23:PRES,2.14e+00,3.19e-01,8.81e+02,6.147e+00,1.51e+01,1.69e+00,1.63e+00,6.92e-01,4.75e-06,5.32e-07,2.56e-06,1.51e-07,6.87e-01,2.14e-03,8.76e-01,6.51e-02,0.00e+00,9.19e+00,9.95e-02,7.38e-13,1.00e+00,0.00e+00,9.70e-01,6.56e+00,0.00e+00
20240425155330-20240425171447,20240417000000-20240420000000,2024-04-25 17:12:47,VAHCCG:D02_H22:PRES,2.33e+00,4.58e-01,7.20e+02,8.566e+00,1.39e+01,6.25e-01,1.32e+00,8.10e-02,4.85e-07,2.18e-08,4.41e-07,2.30e-09,1.32e+00,1.42e-01,3.73e-08,1.50e-11,0.00e+00,7.12e+00,7.84e-02,3.39e-12,5.16e-12,0.00e+00,1.81e+00,9.44e+00,0.00e+00
20240425155330-20240425171447,20240417000000-20240420000000,2024-04-25 17:12:47,VAHCCG:D02_H23:PRES,2.29e+00,3.19e-01,7.20e+02,6.147e+00,1.08e+01,2.08e+00,1.63e+00,7.05e-01,2.71e-06,5.20e-07,2.56e-06,1.51e-07,6.87e-01,2.14e-03,8.76e-01,6.51e-02,0.00e+00,6.55e+00,5.12e-02,2.90e-12,1.06e+00,0.00e+00,1.05e+00,6.38e+00,0.00e+00
20240426073400-20240426090544,20240418000000-20240421000000,2024-04-26 09:03:44,VAHCCG:D01_H02:PRES,3.49e-01,1.01e-01,9.60e+02,5.031e-01,2.38e+00,1.19e+00,1.12e+00,9.72e-01,4.65e-07,2.32e-07,1.96e-07,1.01e-07,1.11e+00,2.25e-03,2.56e-09,1.52e-02,0.00e+00,1.12e+00,1.65e-02,5.54e-10,7.29e-01,0.00e+00,1.85e-01,8.49e-01,0.00e+00
20240426090600-20240426103854,20240418000000-20240421000000,2024-04-26 10:36:54,VAHCCG:D01_H02:PRES,2.87e-01,1.01e-01,9.80e+02,5.031e-01,2.03e+00,1.21e+00,1.12e+00,9.82e-01,4.81e-07,2.87e-07,1.96e-07,1.01e-07,1.11e+00,2.25e-03,2.56e-09,1.52e-02,0.00e+00,1.48e+00,4.34e-03,4.03e-07,6.63e-02,0.00e+00,1.41e-01,5.89e-01,0.00e+00
20240426090600-20240426133148,20240418000000-20240421000000,2024-04-26 13:29:48,VAHCCG:D01_H02:PRES,2.87e-01,1.01e-01,9.80e+02,5.031e-01,2.03e+00,1.21e+00,1.12e+00,9.82e-01,4.81e-07,2.87e-07,1.96e-07,1.01e-07,1.11e+00,2.25e-03,2.56e-09,1.52e-02,0.00e+00,1.48e+00,4.34e-03,4.03e-07,6.63e-02,0.00e+00,1.41e-01,5.89e-01,0.00e+00
20240426173500-20240426222927,20240418000000-20240421000000,2024-04-26 22:27:27,VAHCCG:D02_H22:PRES,4.69e+00,1.05e-01,8.01e+02,8.794e-01,3.03e+01,1.11e+00,8.79e-01,4.58e-02,8.69e-07,3.20e-08,2.30e-08,5.99e-10,8.79e-01,1.89e-01,1.04e-12,2.23e-08,0.00e+00,1.51e+01,1.05e-01,1.30e-05,4.01e-06,0.00e+00,3.48e+00,2.04e+01,0.00e+00
20240426173500-20240426222927,20240418000000-20240421000000,2024-04-26 22:27:27,VAHCCG:D02_H23:PRES,2.52e+00,4.06e-02,8.01e+02,1.809e-01,1.42e+01,2.12e+00,1.04e+00,6.39e-01,3.46e-06,5.18e-07,2.15e-07,1.15e-07,6.57e-01,9.97e-04,3.82e-01,6.14e-04,0.00e+00,8.13e+00,7.57e-02,1.94e-09,1.17e+00,0.00e+00,1.04e+00,6.00e+00,0.00e+00
20240427040530-20240427100320,20240419000000-20240422000000,2024-04-27 10:01:20,VAHCCG:D04_H08X:PRES,5.25e-01,2.68e-02,9.21e+02,2.168e-01,1.21e+00,9.87e-01,1.02e+00,4.65e-01,3.88e-07,3.17e-07,6.36e-07,3.06e-07,4.32e-01,7.85e-04,5.35e-01,5.51e-02,0.00e+00,9.84e-01,8.52e-04,1.24e-01,9.22e-02,0.00e+00,1.83e-02,9.25e-02,0.00e+00
20240427040530-20240427100320,20240419000000-20240422000000,2024-04-27 10:01:20,VAHCCG:D04_H0X:PRES,6.75e-01,2.61e-02,9.21e+02,2.087e-01,1.32e+00,1.01e+00,9.86e-01,3.38e-01,4.56e-07,3.50e-07,9.79e-07,3.43e-07,2.42e-01,8.31e-04,6.43e-01,1.00e-01,0.00e+00,1.10e+00,8.60e-04,2.71e-01,3.92e-03,0.00e+00,2.03e-02,1.20e-01,0.00e+00
20240427123030-20240427165349,20240419000000-20240422000000,2024-04-27 16:51:49,VAHCCG:D02_H22:PRES,1.33e+00,7.73e-02,9.21e+02,4.412e-01,7.47e+00,4.11e-01,1.20e+00,6.51e-02,3.36e-07,1.85e-08,2.30e-08,9.62e-10,1.20e+00,1.67e-01,6.22e-16,1.96e-11,0.00e+00,4.64e+00,7.96e-02,3.84e-12,5.90e-12,0.00e+00,9.63e-01,4.59e+00,0.00e+00
20240427123030-20240427165349,20240419000000-20240422000000,2024-04-27 16:51:49,VAHCCG:D02_H23:PRES,1.44e+00,3.77e-02,9.21e+02,1.718e-01,8.27e+00,1.52e+00,1.04e+00,6.37e-01,2.61e-06,4.82e-07,2.15e-07,1.28e-07,6.49e-01,8.39e-04,3.87e-01,3.66e-03,0.00e+00,4.10e+00,5.75e-02,7.74e-13,9.45e-01,0.00e+00,6.48e-01,3.67e+00,0.00e+00
20240427174130-20240428054107,20240420000000-20240423000000,2024-04-28 05:39:07,VAHCCG:D02_H22:PRES,5.21e+00,7.54e-02,9.21e+02,3.742e-01,3.77e+01,1.04e+00,1.19e+00,5.82e-02,1.49e-06,4.12e-08,1.61e-08,7.06e-10,1.19e+00,1.70e-01,3.34e-14,8.99e-11,0.00e+00,2.01e+01,1.37e-01,1.80e-09,9.41e-08,0.00e+00,3.83e+00,2.24e+01,0.00e+00
20240427174130-20240428054107,20240420000000-20240423000000,2024-04-28 05:39:07,VAHCCG:D02_H23:PRES,2.65e+00,3.41e-02,9.21e+02,2.012e-01,1.67e+01,2.04e+00,1.12e+00,6.11e-01,4.87e-06,5.96e-07,1.91e-07,1.11e-07,6.41e-01,1.20e-03,4.76e-01,2.32e-04,0.00e+00,1.03e+01,9.42e-02,1.83e-07,1.19e+00,0.00e+00,1.07e+00,6.92e+00,0.00e+00
20240428054130-20240428073014,20240420000000-20240423000000,2024-04-28 07:28:14,VAHCCG:D01_H02:PRES,2.29e-01,3.40e-02,9.21e+02,1.208e-01,1.64e+00,1.15e+00,1.09e+00,9.53e-01,2.71e-07,1.91e-07,1.29e-07,1.01e-07,1.09e+00,2.16e-03,1.67e-07,7.07e-03,0.00e+00,1.33e+00,3.14e-03,6.31e-14,6.51e-02,0.00e+00,9.53e-02,3.83e-01,0.00e+00
20240428162030-20240428185817,20240420000000-20240423000000,2024-04-28 18:56:17,VAHCCG:D01_H02:PRES,2.53e-01,3.40e-02,9.21e+02,1.208e-01,1.68e+00,1.18e+00,1.09e+00,9.55e-01,2.84e-07,2.00e-07,1.29e-07,1.01e-07,1.09e+00,2.16e-03,1.67e-07,7.07e-03,0.00e+00,1.33e+00,2.71e-03,7.88e-14,5.99e-02,0.00e+00,1.07e-01,3.87e-01,0.00e+00
20240429011900-20240429071753,20240421000000-20240424000000,2024-04-29 07:15:53,VAHCCG:D01_H02:PRES,2.16e-01,3.39e-02,9.22e+02,1.415e-01,1.74e+00,1.13e+00,1.07e+00,9.47e-01,2.78e-07,1.81e-07,1.29e-07,1.00e-07,1.06e+00,2.03e-03,5.42e-08,7.63e-03,0.00e+00,1.24e+00,2.93e-03,1.43e-07,9.28e-02,0.00e+00,1.09e-01,4.46e-01,0.00e+00
20240429071800-20240429080606,20240421000000-20240424000000,2024-04-29 08:04:06,VAHCCG:D01_H02:PRES,2.52e-01,3.39e-02,9.21e+02,1.415e-01,1.73e+00,1.15e+00,1.07e+00,9.33e-01,2.50e-07,1.66e-07,1.29e-07,1.00e-07,1.06e+00,2.03e-03,5.42e-08,7.63e-03,0.00e+00,1.33e+00,3.21e-03,3.52e-08,8.16e-02,0.00e+00,1.06e-01,4.07e-01,0.00e+00
20240502164800-20240502224550,20240424000000-20240427000000,2024-05-02 22:43:50,VAHCCG:D04_H0X:PRES,7.04e-01,4.73e-02,8.01e+02,3.359e-01,1.36e+00,1.04e+00,9.30e-01,3.35e-01,4.38e-07,3.33e-07,1.18e-06,3.60e-07,1.96e-01,1.05e-03,5.89e-01,1.45e-01,0.00e+00,1.14e+00,8.91e-04,1.98e-01,3.78e-03,0.00e+00,4.02e-02,2.60e-01,0.00e+00
20240503014930-20240503074721,20240425000000-20240428000000,2024-05-03 07:45:21,VAHCCG:D04_H0X:PRES,6.61e-01,4.44e-02,8.01e+02,3.380e-01,1.27e+00,9.93e-01,9.26e-01,3.35e-01,4.48e-07,3.50e-07,1.15e-06,3.66e-07,1.93e-01,1.00e-03,5.87e-01,1.46e-01,0.00e+00,9.94e-01,9.19e-04,1.45e-01,9.55e-02,0.00e+00,3.76e-02,2.07e-01,0.00e+00
20240503111500-20240503131612,20240425000000-20240428000000,2024-05-03 13:14:12,VAHCCG:D02_H22:PRES,6.66e+00,1.27e+00,8.01e+02,2.805e+01,4.34e+01,1.43e+00,3.34e+00,2.67e-01,1.13e-06,3.74e-08,1.51e-06,8.42e-09,3.34e+00,1.02e-01,3.51e-12,4.08e-13,0.00e+00,4.80e+01,3.03e-01,1.45e-10,3.34e-11,0.00e+00,1.94e+00,1.28e+01,0.00e+00
20240503111500-20240503131612,20240425000000-20240428000000,2024-05-03 13:14:12,VAHCCG:D02_H23:PRES,2.26e+00,8.20e-01,8.01e+02,1.243e+01,1.89e+01,1.99e+00,3.01e+00,9.66e-01,4.01e-06,4.22e-07,4.75e-06,2.61e-07,2.26e+00,8.30e-02,3.22e-11,7.49e-01,0.00e+00,2.29e+00,6.42e-02,1.57e+01,9.95e-01,0.00e+00,1.34e-01,5.39e-01,0.00e+00
20240503131830-20240503191612,20240425000000-20240428000000,2024-05-03 19:14:12,VAHCCG:D04_H06A:PRES,5.55e-01,8.62e-02,8.01e+02,1.000e+00,2.30e+00,9.06e-01,1.14e+00,4.14e-01,1.71e-07,6.74e-08,1.91e-07,7.16e-08,4.95e-01,2.42e-03,6.21e-01,1.94e-02,0.00e+00,8.66e-01,3.42e-04,8.53e-02,7.16e-02,0.00e+00,2.44e-01,1.41e+00,0.00e+00
20240504173000-20240504232743,20240426000000-20240429000000,2024-05-04 23:25:43,VAHCCG:D08_H16A:PRES,5.56e-01,6.67e-02,8.01e+02,5.961e-01,1.82e+00,9.55e-01,1.11e+00,4.21e-01,1.16e-07,6.09e-08,2.14e-07,7.99e-08,4.63e-01,1.93e-03,6.12e-01,3.16e-02,0.00e+00,1.12e+00,1.49e-03,8.41e-14,1.29e-02,0.00e+00,1.34e-01,7.62e-01,0.00e+00
20240508015800-20240509075538,20240501000000-20240504000000,2024-05-09 07:53:38,VAHCCG:D04_H06:PRES,4.08e+00,1.17e-01,8.01e+02,8.107e-01,2.04e+01,1.29e+00,8.11e-01,4.73e-02,3.88e-07,2.46e-08,1.80e-08,5.76e-10,8.05e-01,1.62e-01,2.04e-12,5.80e-03,0.00e+00,3.56e-01,4.10e-12,6.46e-08,9.34e-01,0.00e+00,3.88e+00,1.91e+01,0.00e+00
20240509075800-20240509135538,20240501000000-20240504000000,2024-05-09 13:53:38,VAHCCG:D04_H06A:PRES,1.04e+00,1.11e-01,9.20e+02,9.615e-01,4.35e+00,1.16e+00,1.16e+00,4.40e-01,3.17e-07,8.43e-08,1.56e-07,6.11e-08,4.78e-01,1.56e-03,6.57e-01,2.10e-02,0.00e+00,1.11e+00,8.13e-12,2.11e-11,4.56e-02,0.00e+00,7.40e-01,3.19e+00,0.00e+00
20240509230030-20240510045803,20240502000000-20240505000000,2024-05-10 04:56:03,VAHCCG:D04_H06A:PRES,7.95e-01,7.39e-02,9.21e+02,4.085e-01,3.65e+00,1.06e+00,1.14e+00,4.32e-01,3.18e-07,9.25e-08,1.56e-07,6.38e-08,4.94e-01,2.18e-03,6.19e-01,2.84e-02,0.00e+00,1.06e+00,1.15e-03,1.61e-06,1.30e-01,0.00e+00,4.75e-01,2.57e+00,0.00e+00
20240511151500-20240511170422,20240503000000-20240506000000,2024-05-11 17:02:22,VAHCCG:D01_H10:PRES,2.13e+00,1.28e-01,9.41e+02,9.719e-01,1.04e+01,6.83e-01,9.72e-01,8.64e-02,2.11e-07,1.38e-08,2.51e-08,1.52e-09,9.72e-01,9.84e-02,3.56e-13,2.41e-09,0.00e+00,1.29e+00,1.11e-02,3.09e-13,7.19e-08,0.00e+00,2.00e+00,9.59e+00,0.00e+00
20240511170430-20240511181709,20240503000000-20240506000000,2024-05-11 18:15:09,VAHCCG:D01_H10:PRES,1.47e+00,1.28e-01,9.41e+02,9.719e-01,7.41e+00,4.80e-01,9.72e-01,7.77e-02,1.94e-07,1.26e-08,2.51e-08,1.52e-09,9.72e-01,9.84e-02,3.56e-13,2.41e-09,0.00e+00,4.17e-01,1.69e-12,5.22e-01,4.05e-02,0.00e+00,1.41e+00,6.94e+00,0.00e+00
20240512204700-20240512233046,20240504000000-20240507000000,2024-05-12 23:28:46,VAHCCG:D02_H22:PRES,2.64e+00,4.46e-01,9.13e+02,6.496e+00,1.84e+01,6.40e-01,1.35e+00,1.19e-01,8.35e-07,2.90e-08,2.26e-07,2.43e-09,1.35e+00,9.31e-02,7.85e-09,1.64e-07,0.00e+00,8.55e+00,9.32e-02,1.39e-13,2.13e-12,0.00e+00,2.12e+00,1.25e+01,0.00e+00
20240512204700-20240512233046,20240504000000-20240507000000,2024-05-12 23:28:46,VAHCCG:D02_H23:PRES,1.50e+00,3.84e-01,9.13e+02,7.563e+00,1.05e+01,1.47e+00,1.61e+00,7.34e-01,2.76e-06,3.84e-07,1.97e-06,1.42e-07,7.86e-01,2.36e-03,7.98e-01,2.18e-02,0.00e+00,4.75e+00,7.56e-02,4.76e-12,9.65e-01,0.00e+00,9.25e-01,5.50e+00,0.00e+00
20240513165100-20240514021727,20240506000000-20240509000000,2024-05-14 02:15:27,VAHCCG:D02_H22:PRES,9.47e-01,1.21e-01,9.60e+02,9.242e-01,5.05e+00,3.43e-01,9.24e-01,7.37e-02,2.48e-07,1.68e-08,3.11e-08,1.48e-09,9.24e-01,1.15e-01,6.32e-16,1.26e-12,0.00e+00,3.27e+00,7.12e-02,1.30e-10,2.35e-09,0.00e+00,6.79e-01,2.92e+00,0.00e+00
20240513165100-20240514021727,20240506000000-20240509000000,2024-05-14 02:15:27,VAHCCG:D02_H23:PRES,1.12e+00,5.89e-02,9.60e+02,7.904e-01,5.75e+00,1.37e+00,1.12e+00,6.60e-01,1.69e-06,4.00e-07,3.39e-07,1.30e-07,6.67e-01,9.32e-04,4.42e-01,6.10e-03,0.00e+00,2.89e+00,5.47e-02,1.64e-10,9.09e-01,0.00e+00,5.70e-01,2.73e+00,0.00e+00
20240514142100-20240514172531,20240506000000-20240509000000,2024-05-14 17:23:31,VAHCCG:D02_H22:PRES,3.81e+00,1.21e-01,9.61e+02,9.242e-01,2.59e+01,7.90e-01,9.24e-01,6.08e-02,9.96e-07,3.04e-08,3.11e-08,1.48e-09,9.24e-01,1.15e-01,6.32e-16,1.26e-12,0.00e+00,1.54e+01,1.31e-01,1.65e-09,6.55e-08,0.00e+00,2.71e+00,1.40e+01,0.00e+00
20240514142100-20240514172531,20240506000000-20240509000000,2024-05-14 17:23:31,VAHCCG:D02_H23:PRES,2.07e+00,5.89e-02,9.61e+02,7.904e-01,1.22e+01,1.84e+00,1.12e+00,6.49e-01,3.19e-06,4.82e-07,3.39e-07,1.30e-07,6.67e-01,9.32e-04,4.42e-01,6.10e-03,0.00e+00,8.56e+00,9.14e-02,2.52e-13,1.15e+00,0.00e+00,5.52e-01,3.89e+00,0.00e+00
20240514172600-20240514181333,20240506000000-20240509000000,2024-05-14 18:11:33,VAHCCG:D02_H23:PRES,3.57e-01,5.89e-02,9.60e+02,7.904e-01,2.73e+00,8.03e-01,1.12e+00,6.50e-01,7.63e-07,2.25e-07,3.39e-07,1.30e-07,6.67e-01,9.32e-04,4.42e-01,6.10e-03,0.00e+00,1.36e+00,7.43e-02,3.22e-11,6.75e-01,0.00e+00,2.14e-01,1.04e+00,0.00e+00
