Date_Range_DIF,Date_Range_STD,Abort_Timing,Record Name,RMSE_cal,RMSE_std,Beam_Max,MaxRSE_std,Max_Pre,Avg_Pre,Max_Cal,Avg_Cal,Max_Raw_Pre,Avg_Raw_Pre,Max_STD_Raw_Pre,Avg_STD_Raw_Pre,W0_std,W1_std,W2_std,W3_std,W4_std,W0_dif,W1_dif,W2_dif,W3_dif,W4_dif,RMSE_dif,MaxRSE_dif,Cause_no
20240411101300-20240411161043,20240403000000-20240406000000,2024-04-11 16:08:43,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240417110430-20240417170223,20240409000000-20240412000000,2024-04-17 17:00:23,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240418163100-20240418171054,20240410000000-20240413000000,2024-04-18 17:08:54,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240420141430-20240420201211,20240412000000-20240415000000,2024-04-20 20:10:11,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240420141430-20240420201211,20240412000000-20240415000000,2024-04-20 20:10:11,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240420175030-20240420234802,20240412000000-20240415000000,2024-04-20 23:46:02,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240420211100-20240421030831,20240413000000-20240416000000,2024-04-21 03:06:31,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240421122630-20240421182401,20240413000000-20240416000000,2024-04-21 18:22:01,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240422102000-20240422161755,20240414000000-20240417000000,2024-04-22 16:15:55,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240423020200-20240423075936,20240415000000-20240418000000,2024-04-23 07:57:36,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240501102500-20240501162255,20240423000000-20240426000000,2024-05-01 16:20:55,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240515083900-20240515143700,20240507000000-20240510000000,2024-05-15 14:35:00,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240515113830-20240515173625,20240507000000-20240510000000,2024-05-15 17:34:25,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240515133300-20240515193034,20240507000000-20240510000000,2024-05-15 19:28:34,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240515210830-20240515211247,20240507000000-20240510000000,2024-05-15 21:10:47,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240515211300-20240515214803,20240507000000-20240510000000,2024-05-15 21:46:03,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240515211300-20240515214803,20240507000000-20240510000000,2024-05-15 21:46:03,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240516131030-20240516172936,20240508000000-20240511000000,2024-05-16 17:27:36,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240612084930-20240612144717,20240604000000-20240607000000,2024-06-12 14:45:17,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
20240701102130-20240701161914,20240623000000-20240626000000,2024-07-01 16:17:14,Dummy,1.00e-01,1.00e-02,0.000e+00,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-01,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,1.00e-07,1.00e-07,0.,1.00e-07,1.00e-07,0
